event_id,user_id,event_name,device_type,plan_type,experiment_variant,event_properties,event_timestamp
4134ca1e-d434-4a95-9ded-27590dc5d73d,406e56c4-9fd0-4b00-bb66-65eb52094692,signup,web,free,A,"{""source"": ""paid_search"", ""country"": ""DE""}",
15ca2621-1dee-48b1-8cf2-185fbdfba06d,9723ccd6-d508-44e0-8154-1cdc65bed58b,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""DE""}",
12f73429-0d8f-4073-ab1e-6e6cbf2170a5,9723ccd6-d508-44e0-8154-1cdc65bed58b,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-31
6c371b22-c7fb-4e24-bf66-e5cd86a3bfa7,9723ccd6-d508-44e0-8154-1cdc65bed58b,feature_a_used,web,free,A,"{""usage_count"": 8}",2024-02-14
186fcd67-5575-44e8-b748-00e45bb86406,f4cefffb-37f2-4fd2-a126-08b525aababb,signup,mobile,free,A,"{""source"": ""referral"", ""country"": ""IN""}",
2a232978-5924-43c0-80ac-cf5f7aa52e80,f4cefffb-37f2-4fd2-a126-08b525aababb,feature_a_used,mobile,free,A,"{""usage_count"": 6}",2024-02-14
20e4de8a-4523-4124-b381-bb001566d3a3,1ad0ce1f-87b5-4c1b-ac3b-d576733a550c,signup,web,free,A,"{""source"": ""sales"", ""country"": ""US""}",
8e784e40-3adb-4685-8f93-1d46226b0855,ff4ef2b7-a501-461e-a4ee-e78be1dd9097,signup,web,free,B,"{""source"": ""referral"", ""country"": ""GB""}",
d15a3d86-d55d-4e39-bcd3-b9c5dd30110e,ff4ef2b7-a501-461e-a4ee-e78be1dd9097,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-04
ef77591d-7cf3-40e4-a088-717c822c11fc,ff4ef2b7-a501-461e-a4ee-e78be1dd9097,feature_b_used,mobile,free,B,"{""usage_count"": 3}",2024-02-11
a34d7732-d8c7-486f-a777-5e6d21ae55a4,11ddb6bd-3dd9-4797-ac54-20b5ca3e883a,signup,mobile,free,B,"{""source"": ""organic"", ""country"": ""DE""}",
d0c1ff27-56ae-4964-aa56-5eb5e07755e7,11ddb6bd-3dd9-4797-ac54-20b5ca3e883a,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-31
774480eb-5f20-4214-9df2-7cdb82e51e9a,11ddb6bd-3dd9-4797-ac54-20b5ca3e883a,feature_b_used,mobile,free,B,"{""usage_count"": 4}",2024-02-13
f0cc10a5-ab58-434b-a949-5d06cf4f7d74,737618d0-2ad5-47e1-bb11-a69de4f6510c,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""DE""}",
e5d8bde6-eb5a-4924-8b27-0e671b0928cb,737618d0-2ad5-47e1-bb11-a69de4f6510c,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-03
384587b9-b15c-4d8a-8e72-ebdea07c12d2,737618d0-2ad5-47e1-bb11-a69de4f6510c,feature_a_used,mobile,free,A,"{""usage_count"": 4}",2024-02-07
8ceb1a7c-3fd5-462f-aa00-914628518310,645c96c6-53e8-45a5-84bb-3e9a307eebc7,signup,mobile,free,B,"{""source"": ""sales"", ""country"": ""DE""}",
77863fc5-eb57-4a49-b42d-d1a29d314bf2,59120cb0-345f-40fb-a06b-518d2ecf7150,signup,mobile,free,B,"{""source"": ""paid_search"", ""country"": ""GB""}",
ae0d959a-21a5-41ee-ad31-56672e4bda37,59120cb0-345f-40fb-a06b-518d2ecf7150,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-25
380de9dd-3578-46dd-ae63-68f8cfadb12b,f459cf19-596f-48ea-a22c-d3ca3bd0ccfa,signup,web,free,B,"{""source"": ""paid_search"", ""country"": ""DE""}",
262a449a-f8ab-4637-acb2-14ba49b24942,f459cf19-596f-48ea-a22c-d3ca3bd0ccfa,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-06
c8859eaa-a977-4068-9577-d24abd49f7c0,f459cf19-596f-48ea-a22c-d3ca3bd0ccfa,feature_a_used,mobile,free,B,"{""usage_count"": 9}",2024-02-14
31c77686-8a13-4c6a-ae8f-dd07a45caa6a,f459cf19-596f-48ea-a22c-d3ca3bd0ccfa,feature_b_used,web,free,B,"{""usage_count"": 5}",2024-02-15
072bfba0-61a3-428a-95ce-e63794f79125,f459cf19-596f-48ea-a22c-d3ca3bd0ccfa,upgrade,mobile,pro,B,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-03-09
bff5f108-c215-4d2d-9f90-caf15c702ff3,4d4fbfea-5902-48a5-8c6d-6858799ca249,signup,mobile,free,A,"{""source"": ""referral"", ""country"": ""GB""}",
481d9cb0-398b-4879-9244-f03d185ad388,4d4fbfea-5902-48a5-8c6d-6858799ca249,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-09
5e71c465-1e26-4896-9bfa-a5dc80f25bf8,4d4fbfea-5902-48a5-8c6d-6858799ca249,feature_b_used,web,free,A,"{""usage_count"": 10}",2024-02-21
c05a5338-34a7-4da1-b814-88b2df14ce34,4d4fbfea-5902-48a5-8c6d-6858799ca249,upgrade,mobile,pro,A,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-03-09
565f25e8-8c4b-4dfa-a34e-331c43e120fd,4d4fbfea-5902-48a5-8c6d-6858799ca249,cancel,web,pro,A,"{""reason"": ""value""}",2024-05-07
bc812f72-63e2-4113-b4de-fe0a5a3221d1,539930a0-bf8b-4b6c-aa43-c3deaaef0242,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""CA""}",
ffe488a9-6821-4aee-8726-83e9ad49e7c2,539930a0-bf8b-4b6c-aa43-c3deaaef0242,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-01
89f9bfe7-6938-4feb-9297-813fb4b78d78,539930a0-bf8b-4b6c-aa43-c3deaaef0242,feature_b_used,mobile,free,A,"{""usage_count"": 8}",2024-02-02
74840ab5-8858-4e92-b3c6-27fd07ce1b04,7f4bfc7a-15c8-4067-87f6-241b60e80624,signup,mobile,free,B,"{""source"": ""referral"", ""country"": ""DE""}",
352825bd-ee9e-4e8a-9c65-1aa1ded45ef8,7f4bfc7a-15c8-4067-87f6-241b60e80624,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-31
565d08d8-9153-447c-b0d4-b852703befa6,7f4bfc7a-15c8-4067-87f6-241b60e80624,feature_a_used,mobile,free,B,"{""usage_count"": 3}",2024-02-07
ccf214b2-fd97-40fb-b64f-04ec92a5c5c7,7f4bfc7a-15c8-4067-87f6-241b60e80624,feature_b_used,web,free,B,"{""usage_count"": 10}",2024-02-14
a1344bfe-0cb8-41c6-b347-bbff34426a46,34f7d4b9-896e-4c52-ae94-a6e2fd8be5cd,signup,web,free,A,"{""source"": ""referral"", ""country"": ""US""}",
51c45648-ac4f-4138-8563-31c7cbe13b33,34f7d4b9-896e-4c52-ae94-a6e2fd8be5cd,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-09
6219d9c4-3a00-449a-a822-57dbda1ae210,34f7d4b9-896e-4c52-ae94-a6e2fd8be5cd,feature_a_used,web,free,A,"{""usage_count"": 6}",2024-02-14
560b2be7-ef14-4cb7-b623-5fcb3f856a12,e1db326d-949b-4e04-adb4-08c9dc25ed8a,signup,mobile,free,A,"{""source"": ""paid_search"", ""country"": ""US""}",
f84c1578-32db-46c5-9630-1c952ef89f25,e1db326d-949b-4e04-adb4-08c9dc25ed8a,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-09
fcb393e2-62e4-4141-8480-e22a80763056,e1db326d-949b-4e04-adb4-08c9dc25ed8a,feature_a_used,web,free,A,"{""usage_count"": 6}",2024-02-10
d763016f-b772-4076-8083-630a65ea872c,101ea986-f8fb-4f52-9e4f-3d32b33fd113,signup,mobile,free,B,"{""source"": ""paid_search"", ""country"": ""DE""}",
7404de33-5feb-417c-8d2e-a2eb4cf6dddd,101ea986-f8fb-4f52-9e4f-3d32b33fd113,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-28
68096c21-4879-46db-9793-156c25ab22cb,101ea986-f8fb-4f52-9e4f-3d32b33fd113,feature_b_used,web,free,B,"{""usage_count"": 10}",2024-02-08
6b71cb5b-4025-45ae-8107-571a316d92e9,51a61d9a-8743-4d85-b9c7-2119c267d244,signup,mobile,free,B,"{""source"": ""paid_search"", ""country"": ""DE""}",
ca056cef-6939-48e5-bf3a-b94728fab554,919bd8fc-f3c1-4641-8eab-cba4f883b57b,signup,web,free,B,"{""source"": ""organic"", ""country"": ""DE""}",
91800e2a-5eb8-4482-993b-12b86eeb2502,919bd8fc-f3c1-4641-8eab-cba4f883b57b,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-01
050e8c24-9051-4e4d-9702-71b5a7877492,919bd8fc-f3c1-4641-8eab-cba4f883b57b,feature_b_used,mobile,free,B,"{""usage_count"": 4}",2024-02-03
e4ddd37d-3c72-4e51-a278-3d9fbd4da68e,919bd8fc-f3c1-4641-8eab-cba4f883b57b,cancel,mobile,pro,B,"{""reason"": ""other""}",2024-03-14
0d2a2824-7d0c-463b-aa9b-ffb05dfd1d73,f6e505a1-8400-414d-9489-d3fd069ab5da,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""US""}",
0edd6e04-298e-4ea4-8327-7f70637a35b0,70c68fde-95d6-46cf-9cf9-9c41ded1d6f0,signup,web,free,B,"{""source"": ""referral"", ""country"": ""IN""}",
e7ff6a5e-ecbf-4c5c-af79-2e5dfa11e470,70c68fde-95d6-46cf-9cf9-9c41ded1d6f0,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-04
500f7098-8c02-4933-adbf-c30ec045f168,70c68fde-95d6-46cf-9cf9-9c41ded1d6f0,feature_b_used,web,free,B,"{""usage_count"": 3}",2024-02-18
61b93606-7e17-42f2-b540-6f2898a05c36,dbd7a60c-e403-4e31-91c7-59c99fe0365d,signup,web,free,B,"{""source"": ""sales"", ""country"": ""US""}",
fbc0fd43-400b-483f-b3ee-6f2278d7afff,24e3c4e4-1bbb-491f-9eac-32b4924e921f,signup,mobile,free,B,"{""source"": ""referral"", ""country"": ""IN""}",
035a2929-2da9-4fff-b45e-80ddd6d82854,24e3c4e4-1bbb-491f-9eac-32b4924e921f,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-27
783a25db-7ddd-44f5-9573-3dc06ba7d602,24e3c4e4-1bbb-491f-9eac-32b4924e921f,feature_a_used,web,free,B,"{""usage_count"": 6}",2024-02-10
f60897d0-b884-4b8a-ba36-9bf97a1f642b,24e3c4e4-1bbb-491f-9eac-32b4924e921f,feature_b_used,mobile,free,B,"{""usage_count"": 7}",2024-02-17
99d23c3a-ac37-486f-a79e-85c4e1d49ace,800a5c61-b5e1-4cc7-be4f-c4b4510faf84,signup,web,free,B,"{""source"": ""organic"", ""country"": ""DE""}",
4c2d9ad9-ae60-4c7c-a0c0-cb9182290c6e,800a5c61-b5e1-4cc7-be4f-c4b4510faf84,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-04
32c26f0b-715d-4e9e-a33e-4261d96281fb,800a5c61-b5e1-4cc7-be4f-c4b4510faf84,feature_b_used,web,free,B,"{""usage_count"": 5}",2024-02-09
0822ad78-a13a-417a-acf4-bb04eb615f19,e7a7e30e-a8ce-4fd6-9e53-a71ac4b156ec,signup,mobile,free,B,"{""source"": ""paid_search"", ""country"": ""IN""}",
7efb6401-85ac-4079-b43b-c55b6217dbda,e7a7e30e-a8ce-4fd6-9e53-a71ac4b156ec,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-30
f6c81e4d-2093-4321-8d86-4a267eb4a77d,e7a7e30e-a8ce-4fd6-9e53-a71ac4b156ec,feature_b_used,mobile,free,B,"{""usage_count"": 3}",2024-02-08
1b4db1ba-edc1-4442-8fef-b2762886130b,24706550-afbf-4794-9802-6557bd979023,signup,web,free,A,"{""source"": ""referral"", ""country"": ""US""}",
dc374856-cafb-493a-8f9b-1d9186d97596,24706550-afbf-4794-9802-6557bd979023,cancel,mobile,pro,A,"{""reason"": ""value""}",2024-04-25
f743ef53-ace7-4eeb-a65e-0c7fe4e73238,c06637a9-b88d-45bc-908c-4da9074e1390,signup,mobile,free,B,"{""source"": ""paid_search"", ""country"": ""DE""}",
7a869cce-84a5-45bb-ad48-bfbed3506e5c,2b3a8022-4876-4580-9c38-5087c490f70c,signup,mobile,free,B,"{""source"": ""referral"", ""country"": ""CA""}",
6a6af870-63b6-43fa-a320-3cea681b548c,2b3a8022-4876-4580-9c38-5087c490f70c,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-01
424304fb-18fa-4a5a-8d2c-4185e09151b2,2b3a8022-4876-4580-9c38-5087c490f70c,feature_a_used,mobile,free,B,"{""usage_count"": 10}",2024-02-12
9eb56089-ae50-41f7-a151-6d28afd24d2a,2b3a8022-4876-4580-9c38-5087c490f70c,feature_b_used,mobile,free,B,"{""usage_count"": 6}",2024-02-15
c54bf688-970e-43fc-b824-3549d95b52c7,5803e4f9-96d3-4adb-991b-9d37e68cc93e,signup,mobile,free,A,"{""source"": ""paid_search"", ""country"": ""US""}",
89704a8f-4abf-43fd-9138-fb8052b424fd,0665df9f-db9d-4cd7-a1d7-03d91696f069,signup,web,free,A,"{""source"": ""sales"", ""country"": ""US""}",
099f9c8d-fdc5-46eb-a035-5875a121c836,0665df9f-db9d-4cd7-a1d7-03d91696f069,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-29
8fb8cbb9-b4ea-49c8-b04f-388f0d3bdcd8,0665df9f-db9d-4cd7-a1d7-03d91696f069,feature_a_used,web,free,A,"{""usage_count"": 7}",2024-02-09
fe1956a9-fe49-4d17-a1ad-9f6b34c3209b,0665df9f-db9d-4cd7-a1d7-03d91696f069,upgrade,web,pro,A,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-28
842ba9d5-b246-4afd-9683-229738fa7e18,363bed70-0556-4a5f-ad25-ddf370e369ec,signup,mobile,free,A,"{""source"": ""referral"", ""country"": ""CA""}",
b465f7b6-f324-4b5f-9210-5613473c3c40,a3698c7b-870b-42b4-a839-02c7f523d54d,signup,web,free,A,"{""source"": ""sales"", ""country"": ""US""}",
6de26efb-59f3-4fd1-be19-3582199a0f69,a3698c7b-870b-42b4-a839-02c7f523d54d,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-13
8890a908-3347-4b79-b635-2e9b71919ebf,a3698c7b-870b-42b4-a839-02c7f523d54d,feature_a_used,mobile,free,A,"{""usage_count"": 10}",2024-02-19
eb26d2f4-62cc-4e65-93c2-c9614a2091e8,a3698c7b-870b-42b4-a839-02c7f523d54d,feature_b_used,web,free,A,"{""usage_count"": 6}",2024-02-28
15842520-52ee-4902-acb9-02ef34216612,a3698c7b-870b-42b4-a839-02c7f523d54d,cancel,web,pro,A,"{""reason"": ""other""}",2024-04-10
df41be50-043d-4ae4-bb42-546560b645ad,487b0768-3cf1-4b6b-9c19-410fde13fa05,signup,mobile,free,B,"{""source"": ""organic"", ""country"": ""CA""}",
65a69d61-2e97-4b10-bb1c-219fadfa8bdc,487b0768-3cf1-4b6b-9c19-410fde13fa05,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-13
6143512d-03cd-48b9-acae-96aa09951b2f,487b0768-3cf1-4b6b-9c19-410fde13fa05,upgrade,web,pro,B,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-27
a6216d41-6659-442a-aad0-308b998c3c1b,487b0768-3cf1-4b6b-9c19-410fde13fa05,cancel,mobile,pro,B,"{""reason"": ""value""}",2024-04-13
6d34d908-76bb-4075-8725-be4329451938,056f3b09-4cef-4762-b31c-4588e9ad424b,signup,web,free,B,"{""source"": ""referral"", ""country"": ""CA""}",
1ca1f7f8-19da-47aa-86cf-b9b812571925,0c196712-45e3-4126-bc8a-814002651a89,signup,mobile,free,A,"{""source"": ""referral"", ""country"": ""GB""}",
80c54592-c5b8-4f60-b0e8-5a4f3deb2f9d,0c196712-45e3-4126-bc8a-814002651a89,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-06
3a0a2ef0-cad4-4c70-85c0-0f991f41fac4,0c196712-45e3-4126-bc8a-814002651a89,feature_a_used,mobile,free,A,"{""usage_count"": 9}",2024-02-11
5375fbc0-d399-4a39-ab47-9e5fb28a088a,92f1ddab-f642-4497-866c-0e7d7473acff,signup,web,free,B,"{""source"": ""sales"", ""country"": ""CA""}",
69c6c152-7b61-45e3-a16d-1323e28fae17,92f1ddab-f642-4497-866c-0e7d7473acff,feature_a_used,web,free,B,"{""usage_count"": 1}",2024-02-23
6f83425d-35f7-4bfd-a9be-0d67872ed235,300b1c8a-7c59-4b8e-aa95-fcf5377d3cc6,signup,web,free,B,"{""source"": ""sales"", ""country"": ""CA""}",
2f02105f-31ab-462b-8488-aa7199e607b7,300b1c8a-7c59-4b8e-aa95-fcf5377d3cc6,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-03
e944e379-c9e6-439f-8406-54a27e811f73,9d9decd7-8c5f-4546-a4b5-3b96f2a99402,signup,mobile,free,B,"{""source"": ""paid_search"", ""country"": ""GB""}",
4610f8fb-9e5c-4753-a73b-4062f549f8c9,9d9decd7-8c5f-4546-a4b5-3b96f2a99402,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-27
def43203-fa44-43d5-b5ce-ec2ae6143767,9d9decd7-8c5f-4546-a4b5-3b96f2a99402,upgrade,mobile,pro,B,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-18
a3736fb4-63f6-4202-9489-189682c066d3,de6ee207-446e-45be-b469-f800d81cd98b,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""GB""}",
4cce265e-9d8c-4b6b-984c-fe673d5a1253,82fd94d2-9e52-4109-a482-e02e4c11bf4b,signup,web,free,B,"{""source"": ""referral"", ""country"": ""IN""}",
29196b2a-9bd4-4ac9-9991-eae2b8b01458,82fd94d2-9e52-4109-a482-e02e4c11bf4b,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-26
9a2a1efb-27ce-429a-9b74-6dade3395695,82fd94d2-9e52-4109-a482-e02e4c11bf4b,feature_a_used,mobile,free,B,"{""usage_count"": 7}",2024-02-01
220175da-d998-4e08-bea9-5509f3179859,82fd94d2-9e52-4109-a482-e02e4c11bf4b,feature_b_used,web,free,B,"{""usage_count"": 2}",2024-02-10
44f873fa-49fc-410c-9dee-8fea07011f29,949eae6f-9f58-4e14-8189-163481453b91,signup,web,free,A,"{""source"": ""organic"", ""country"": ""US""}",
587f92d9-9d86-4304-8aea-dad0ff2d4d8b,949eae6f-9f58-4e14-8189-163481453b91,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-29
5ce151cd-64d6-4974-b98a-849414dd94f6,949eae6f-9f58-4e14-8189-163481453b91,feature_a_used,web,free,A,"{""usage_count"": 6}",2024-02-10
16f13d61-1dd0-4b1a-84ad-50eb44814832,949eae6f-9f58-4e14-8189-163481453b91,feature_b_used,web,free,A,"{""usage_count"": 4}",2024-02-24
7223524f-7909-4b3c-a34c-8bfd54f73b6b,659120d0-dbf0-4566-b4f6-a730aadc1785,signup,mobile,free,B,"{""source"": ""paid_search"", ""country"": ""US""}",
cc43db7d-e854-4c6d-9e3f-1110b8961b34,235b651b-8bdb-4b61-b309-93e2197d43e2,signup,mobile,free,B,"{""source"": ""organic"", ""country"": ""CA""}",
52d284b3-6824-4faf-8c27-6aa470e676a9,235b651b-8bdb-4b61-b309-93e2197d43e2,cancel,web,pro,B,"{""reason"": ""price""}",2024-03-16
d590742e-131c-4ec7-8afd-12a667e18ba3,3fac1781-417e-4cab-b489-df1faa0344c6,signup,mobile,free,B,"{""source"": ""organic"", ""country"": ""GB""}",
812c2fc6-cd45-41a4-b3bc-dc6881b605dd,3fac1781-417e-4cab-b489-df1faa0344c6,feature_a_used,mobile,free,B,"{""usage_count"": 8}",2024-02-15
b2c1e896-109d-45d6-9984-31b22d41ea4a,576936c3-9c51-4f69-bab0-eb338844991a,signup,mobile,free,A,"{""source"": ""paid_search"", ""country"": ""US""}",
03ca764a-cd55-4be9-a775-c269c38c87c1,929f79d8-c126-495f-aea1-168d5e50f5d3,signup,mobile,free,A,"{""source"": ""sales"", ""country"": ""GB""}",
f556cdd7-a93d-42c7-bdec-a028d6bf763b,929f79d8-c126-495f-aea1-168d5e50f5d3,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-21
2e908a9b-00a2-462e-bd9e-e3f0fc104060,929f79d8-c126-495f-aea1-168d5e50f5d3,feature_a_used,mobile,free,A,"{""usage_count"": 8}",2024-01-26
8c4ea204-46eb-4e5d-b1d7-01475af5429d,929f79d8-c126-495f-aea1-168d5e50f5d3,feature_b_used,web,free,A,"{""usage_count"": 5}",2024-02-04
77eba5f0-bb81-4f17-b987-05f945c3b31b,a27edd73-3c98-452d-be5e-00092e0978b1,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""IN""}",
a913491b-795b-479f-9e08-1837ccffe9bf,a27edd73-3c98-452d-be5e-00092e0978b1,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-22
65e11d3d-701f-49df-96e4-b2ae6adb3ff3,a27edd73-3c98-452d-be5e-00092e0978b1,feature_b_used,web,free,A,"{""usage_count"": 4}",2024-01-26
dd2af057-faea-4550-8162-628d2d1b3d8f,a27edd73-3c98-452d-be5e-00092e0978b1,upgrade,mobile,pro,A,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-06
de0b3d3e-aca0-4247-b105-3d686eb0b1a1,dc06eb90-443c-4153-a7eb-62fb40e6ec7c,signup,web,free,A,"{""source"": ""sales"", ""country"": ""IN""}",
51e532a6-82b9-4a06-bbd4-6a7adcecd072,dc06eb90-443c-4153-a7eb-62fb40e6ec7c,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-29
9536ab56-c652-4477-a65a-0bbd6913e33f,dc06eb90-443c-4153-a7eb-62fb40e6ec7c,feature_b_used,mobile,free,A,"{""usage_count"": 2}",2024-02-06
f92bb192-b5e9-48d8-9221-40756cb9d279,85522f63-7808-4d7d-9bc7-d90e7d81799d,signup,web,free,B,"{""source"": ""organic"", ""country"": ""DE""}",
465a4fcf-90de-4ffa-9190-ea0d0042d77f,cfd3a2a4-7cf7-4e0e-a600-8070124875a6,signup,web,free,A,"{""source"": ""referral"", ""country"": ""US""}",
7557161e-3076-472b-ad42-e7aa5d977a56,cfd3a2a4-7cf7-4e0e-a600-8070124875a6,cancel,mobile,pro,A,"{""reason"": ""other""}",2024-04-17
631ed439-9312-4aba-af2a-c6bbe9261c4c,12914cf0-6351-4b7f-b22c-f8b832ccd862,signup,mobile,free,B,"{""source"": ""referral"", ""country"": ""US""}",
533e43e1-6a8a-4ee8-9d0c-1582de9e836b,fb5225dc-abe2-4c8b-a2fc-263879ab8b2d,signup,web,free,A,"{""source"": ""referral"", ""country"": ""CA""}",
15e19924-8cf9-47c2-9cdc-a488c11bfef5,559b9f90-7994-4162-9d43-5a8e6b1fa681,signup,web,free,A,"{""source"": ""sales"", ""country"": ""CA""}",
8e626cfe-7f00-4b15-9630-e5c28a9ac208,559b9f90-7994-4162-9d43-5a8e6b1fa681,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-23
86d57c38-e96c-4baa-bd0b-c65b5503ba03,ab674bb6-2ece-4744-bdef-72ac60268c15,signup,mobile,free,B,"{""source"": ""referral"", ""country"": ""US""}",
bc7217ca-ea8e-4dbb-a8f8-20538ca096be,ab674bb6-2ece-4744-bdef-72ac60268c15,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-31
04052952-8539-4730-abcb-9dacd6754396,166ac5a9-e0e1-4d89-8a44-05cd7cf3e6e8,signup,web,free,A,"{""source"": ""organic"", ""country"": ""US""}",
306bbb93-0843-4688-bb5d-852a244c99b7,166ac5a9-e0e1-4d89-8a44-05cd7cf3e6e8,feature_a_used,web,free,A,"{""usage_count"": 7}",2024-02-06
2af39c17-c81f-4e4d-bf2a-79c62ba24b9e,cd634457-65ed-46ea-981f-f4af7e9f0a3c,signup,web,free,B,"{""source"": ""paid_search"", ""country"": ""CA""}",
9f2d3c29-fdbd-4058-a27b-da1cb01f5066,cd634457-65ed-46ea-981f-f4af7e9f0a3c,feature_a_used,web,free,B,"{""usage_count"": 10}",2024-02-21
015090cf-bbee-44ac-81a0-51ed000697d0,0e343696-4d87-4691-83f7-2e2a5b4ee4f0,signup,web,free,A,"{""source"": ""referral"", ""country"": ""CA""}",
a6a8dc6f-ad3b-48e1-a8e5-a994b36c7d4c,0e343696-4d87-4691-83f7-2e2a5b4ee4f0,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-23
b8284f0c-df01-4ba8-b3fa-9d47fceb9ba0,0e343696-4d87-4691-83f7-2e2a5b4ee4f0,feature_a_used,mobile,free,A,"{""usage_count"": 5}",2024-01-26
4c6db710-b5b3-4eda-9494-694045d94d2f,0e343696-4d87-4691-83f7-2e2a5b4ee4f0,upgrade,mobile,pro,A,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-05
6a917bef-7566-47eb-b4b5-378c6cf1bc60,c291125b-5183-43b7-9097-0fd6c401b51d,signup,web,free,A,"{""source"": ""paid_search"", ""country"": ""DE""}",
b187e2c2-84b7-45d6-bbcb-a1754a620196,c291125b-5183-43b7-9097-0fd6c401b51d,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-06
3c337281-0846-4d11-b871-df304295c022,51aa1831-242d-4f7f-9391-60f715cfae0d,signup,mobile,free,B,"{""source"": ""referral"", ""country"": ""US""}",
a17efaa4-9bde-411a-83a6-c4ce6f43bf32,51aa1831-242d-4f7f-9391-60f715cfae0d,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-27
505785aa-a1c3-4988-9341-4a8eb1b26ad9,51aa1831-242d-4f7f-9391-60f715cfae0d,feature_b_used,mobile,free,B,"{""usage_count"": 9}",2024-01-28
f6faee93-c094-4e61-a209-20a38a5a3d5e,3df49e07-09db-47d9-abfd-1ff938925a31,signup,web,free,A,"{""source"": ""referral"", ""country"": ""DE""}",
6283cdd3-ee60-44d4-bd7b-ed823482f6ee,3df49e07-09db-47d9-abfd-1ff938925a31,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-04
8a5a05e8-b869-4597-9118-636bba840c40,8a179ba8-0976-47f7-8406-991a00a5fcaa,signup,mobile,free,A,"{""source"": ""sales"", ""country"": ""US""}",
f6d53a08-6b9c-40b6-bfc8-47ba5e413c7e,8a179ba8-0976-47f7-8406-991a00a5fcaa,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-06
3e084200-36bb-469e-8345-6d99d131565f,65e73e1c-7dac-48d2-a5c7-37ab3333f52a,signup,web,free,B,"{""source"": ""sales"", ""country"": ""CA""}",
d9baf6a4-571a-4ef6-9796-3e59b8a959ab,65e73e1c-7dac-48d2-a5c7-37ab3333f52a,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-25
60971c71-5041-4a02-a0bb-d40c35cdef62,65e73e1c-7dac-48d2-a5c7-37ab3333f52a,feature_a_used,mobile,free,B,"{""usage_count"": 5}",2024-02-06
21babdd0-1918-43a6-9eca-bf75e50fa750,8ff29350-f5f8-4749-aa01-275f4a0b0dc7,signup,mobile,free,A,"{""source"": ""paid_search"", ""country"": ""CA""}",
25dc5b79-457d-46e8-bca4-38bcc46af89a,8ff29350-f5f8-4749-aa01-275f4a0b0dc7,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-12
ab158a9f-e374-43ca-bbfb-3f03023999f7,8ff29350-f5f8-4749-aa01-275f4a0b0dc7,feature_b_used,mobile,free,A,"{""usage_count"": 10}",2024-02-22
